X,Y,OBJECTID,GLOBALID,TRCMID,ASSETID,TRCM_CAT,ASSETCODE,OWNER,LOCGEN,INSTYR,MAT,ASSETDESC,ASSETSTAT,LOCATION,MAINTBY,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.622657164,44.7873928540001,1172,{CD74A797-8924-4171-906E-980FACF220B7},TRCLM434,TRCLM434,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,INGRAM DR,HRM,2021/11/15 21:24:17+00,2021/11/15 21:24:51+00,2021/11/15 04:00:00+00,Traffic Management,
-63.626822637,44.7974650520001,1173,{67B586AE-749D-4881-9863-81DEB07A2890},TRCLM430,TRCLM430,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,INGRAM DR,HRM,2021/11/15 21:15:37+00,2021/11/15 21:16:26+00,2021/11/15 04:00:00+00,Traffic Management,
-63.621995321,44.6510334600001,1176,{9F05B514-A5DF-41AD-98E4-652C36F89D80},TRCLM5,TRCLM5,HORIZ,CHICAN,HRM,ROW,,CONC,Landscaped chicane with concrete curb,INS,ROMANS AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.68491563,44.7852564940001,1177,{C668A540-49C5-48F3-AC1C-0FE958CB5AD1},TRCLM286,TRCLM286,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,STOKIL DR,HRM,2021/10/27 14:38:33+00,2022/09/29 21:45:31+00,2022/04/14 03:00:00+00,Traffic Management,
-63.671940354,44.8365254870001,1178,{24B0409F-30A8-4549-A05C-67BEB0C6D3AB},TRCLM81,TRCLM81,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,HEATHERGLEN DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.484391424,44.6800603250001,1180,{D446D610-CC84-4386-B844-2B663C024349},TRCLM710,TRCLM710,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ARKLOW DR,HRM,2021/11/19 22:46:52+00,2022/11/10 21:41:36+00,2022/04/13 03:00:00+00,Traffic Management,
-63.6039685649999,44.823188977,1181,{8C0001F2-097F-4735-BCD1-6E0688C3D26D},TRCLM655,TRCLM655,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PHILIP DR,HRM,2021/11/19 21:15:52+00,2022/09/29 21:23:52+00,2022/06/03 03:00:00+00,Traffic Management,
-63.6150000769999,44.626555227,1182,{274D9E4B-7A4F-46A1-9B62-F10B37D45A9D},TRCLM341,TRCLM341,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CRESTVIEW DR,HRM,2021/10/27 14:38:33+00,2022/09/29 20:51:01+00,2022/04/12 03:00:00+00,Traffic Management,
-63.881818417,44.730271368,1184,{107D89FE-4765-4C37-BAB5-35ED3AEEA642},TRCLM894,TRCLM894,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WRIGHT LAKE RUN,HRM,2021/12/15 18:26:46+00,2021/12/15 18:27:27+00,2021/12/15 04:00:00+00,Traffic Management,
-63.657177339,44.7291094710001,1185,{B9F9445B-1F47-41E9-8EF5-0D78BE525F06},TRCLM219,TRCLM219,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,CAMDEN ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.888228898,44.7294053050001,1187,{70E2FFD8-523C-4267-BA4E-74B53A687106},TRCLM893,TRCLM893,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OCEANSTONE DR,HRM,2021/12/15 18:23:15+00,2021/12/15 18:23:45+00,2021/12/15 04:00:00+00,Traffic Management,
-63.613406399,44.6499058470001,1188,{FF0995D2-77F5-4F55-8EDF-0D6CB48700D2},TRCLM1073,TRCLM1073,VERTI,SPDHMP,HRM,ROW,2023,ASPH,,INS,George Dauphinee Avenue,HRM,2022/04/12 14:54:11+00,2023/10/13 15:35:19+00,,,
-63.653611338,44.72640047,1190,{AD794160-2142-4D89-A509-FAD1A28AE419},TRCLM110,TRCLM110,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,GOLF LINKS RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.734659855,44.819161669,1191,{EBAA03DB-83EA-4605-9290-02DAF3B6B928},TRCLM454,TRCLM454,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LAKEVIEW AVE,HRM,2021/11/15 22:32:12+00,2021/11/15 22:32:44+00,2021/11/15 04:00:00+00,Traffic Management,
-63.6452788559999,44.6617799730001,1192,{5ECFE703-4B82-4ADC-ABE2-D75E965E92D2},TRCLM269,TRCLM269,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CLAYTON PARK DR,HRM,2021/10/27 14:38:33+00,2022/07/06 19:23:18+00,2022/04/14 03:00:00+00,Traffic Management,
-63.6689754289999,44.6844692810001,1193,{5AD12829-5775-4109-9DE3-0FB54E428116},TRCLM291,TRCLM291,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,CASTLE HILL DR,HRM,2021/10/27 14:38:33+00,2022/07/06 19:22:23+00,2022/04/14 03:00:00+00,Traffic Management,
-63.484134242,44.6877732610001,1194,{79C2F96C-0740-43FD-8FB5-2BBDA3B295FA},TRCLM1081,TRCLM1081,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,AUBURN DR,HRM,2022/04/13 18:06:52+00,2022/10/26 21:38:34+00,2022/04/13 03:00:00+00,Traffic Management,
-63.700883211,44.773286129,1195,{D1AA5691-B963-4A29-A214-8AA626C5E4B5},TRCLM349,TRCLM349,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/10/27 14:38:33+00,2022/09/29 20:55:02+00,2022/04/19 03:00:00+00,Traffic Management,
-63.549712031,44.6706186710001,1196,{BFAFADD3-7695-4CA5-B569-59F4D92CF05E},TRCLM520,TRCLM520,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,JOFFRE ST,HRM,2021/11/16 21:11:10+00,2021/11/16 21:11:48+00,2021/11/16 04:00:00+00,Traffic Management,
-63.4909014199999,44.663105839,1197,{E85B4B4C-A6EF-4A6D-B078-6813FC082304},TRCLM610,TRCLM610,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,DEERBROOKE DR,HRM,2021/11/18 22:43:15+00,2021/11/19 00:05:23+00,2021/11/18 04:00:00+00,Traffic Management,
-63.611371315,44.629014457,1198,{2443F514-6E23-49FE-A107-9919398E0602},TRCLM146,TRCLM146,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,COLINDALE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.508084283,44.6663834570001,1200,{B643669C-797D-40E0-A07A-41BC0FE247C0},TRCLM205,TRCLM205,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.590721968,44.6555632430001,1202,{DAE48FE7-64BA-4618-977F-9E52D81150BD},TRCLM575,TRCLM575,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,CHARLES ST,HRM,2021/11/18 17:45:22+00,2021/11/18 17:46:07+00,2021/11/18 04:00:00+00,Traffic Management,
-63.789161274,44.747381843,1203,{91A075BD-A0BD-40FA-B16F-A5D2E7159631},TRCLM488,TRCLM488,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HALFWAY LAKE DR,HRM,2021/11/16 16:57:13+00,2021/11/16 16:57:55+00,2021/11/16 04:00:00+00,Traffic Management,
-63.7617361379999,44.7069148400001,1204,{F3609630-CF08-46D5-9D12-999D3DE5BB50},TRCLM636,TRCLM636,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GEORGE SAMUEL DR,HRM,2021/11/19 19:43:48+00,2021/11/19 19:44:20+00,2021/11/19 04:00:00+00,Traffic Management,
-63.537793296,44.7001904630001,1206,{18EE187C-6D9B-4AFE-B8AA-D73D9ED7AB50},TRCLM213,TRCLM213,HORIZ,BMPOUT,HRM,ROW,2022,CONC,CURB RADII REDUCTION,INS,MONTEBELLO DR,HRM,2021/10/07 15:57:03+00,2023/01/11 17:00:56+00,2022/06/03 03:00:00+00,Traffic Management,
-63.778082383,44.740449475,1207,{7E518067-53A6-45FE-8C4B-150622A4B6D8},TRCLM65,TRCLM65,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GLEN ARBOUR WAY,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.751718909,44.7852576820001,1209,{5DDDBBF3-AACE-4235-AF8E-FED495DE4335},TRCLM916,TRCLM916,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MAGENTA DR,HRM,2021/12/16 18:18:19+00,2022/07/06 19:16:27+00,2021/12/16 04:00:00+00,Traffic Management,
-63.6531963369999,44.7272714710001,1211,{5F03B925-A796-4D57-A20B-56DC5CEF0550},TRCLM111,TRCLM111,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,GOLF LINKS RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.495446594,44.68556018,1213,{B865FB11-D0F6-4C0B-924A-DEC98A946BE1},TRCLM553,TRCLM553,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GREGORY DR,HRM,2021/11/17 23:55:15+00,2021/11/17 23:57:30+00,2021/11/17 04:00:00+00,Traffic Management,
-63.487294519,44.6609195410001,1214,{2359A679-60FE-409F-ACE1-B2992954481E},TRCLM616,TRCLM616,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FIDDLERS GRN,HRM,2021/11/18 22:58:23+00,2021/11/18 22:59:00+00,2021/11/18 04:00:00+00,Traffic Management,
-63.8301890129999,44.719208726,1215,{14C3A5C3-9B80-4885-9BCE-0D737DC92024},TRCLM932,TRCLM932,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SYLVANIA TERR,HRM,2021/12/16 23:29:29+00,2022/07/06 19:18:24+00,2021/12/16 04:00:00+00,Traffic Management,
-63.484823865,44.6872168310001,1216,{2659C811-6DD8-4997-B13B-D850A32C4D11},TRCLM736,TRCLM736,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DR,HRM,2021/11/22 17:17:33+00,2022/10/26 21:38:34+00,2022/04/13 03:00:00+00,Traffic Management,
-63.551873298,44.6724924600001,1217,{6346DC67-C99C-43ED-9722-6B9659EE49FF},TRCLM181,TRCLM181,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.7918053879999,44.7504344770001,1218,{924BFD3F-7976-431D-968F-8AA2455989B6},TRCLM61,TRCLM61,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,NORMAN BLVD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.4557912669999,44.703947462,1220,{924FF141-5DAB-4F0C-9145-D01FC7F8B558},TRCLM129,TRCLM129,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,SALMON RIVER DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.513990285,44.675474459,1221,{EA4AD4E6-AF16-4509-953D-6D2390493DEF},TRCLM84,TRCLM84,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,REGAL RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.484488767,44.6840152290001,1222,{EAA49F4A-F241-475A-BD00-31053FB3B31D},TRCLM778,TRCLM778,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 17:58:11+00,2022/12/14 18:50:46+00,2022/06/03 03:00:00+00,Traffic Management,
-63.660693419,44.7935674030001,1223,{C47D67AC-4EBF-4564-B544-0FEA95341B93},TRCLM860,TRCLM860,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ETHAN DR,HRM,2021/12/06 19:16:54+00,2021/12/06 19:17:21+00,2021/12/06 04:00:00+00,Traffic Management,
-63.736815376,44.800851762,1224,{3DD8D769-9026-4404-BE7B-E3C0E8FB724A},TRCLM439,TRCLM439,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FENERTY RD,HRM,2021/11/15 22:11:05+00,2021/11/15 22:11:40+00,2021/11/15 04:00:00+00,Traffic Management,
-63.676118355,44.841575488,1225,{8482E037-7EBC-48C4-BFB2-30898397D886},TRCLM80,TRCLM80,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,HEATHERGLEN DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.488292195,44.668827579,1227,{F1D2A12C-60CF-441F-975B-5EAD7ACE6F32},TRCLM604,TRCLM604,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AVONDALE RD,HRM,2021/11/18 19:54:18+00,2022/12/14 18:53:18+00,2021/11/18 04:00:00+00,Traffic Management,
-63.4776726439999,44.664716067,1228,{D764FB59-F601-47C0-BB65-522FE05B65EC},TRCLM591,TRCLM591,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,COLBY DR,HRM,2021/11/18 18:53:16+00,2022/12/14 18:54:12+00,2022/06/03 03:00:00+00,Traffic Management,
-63.669776353,44.8343704870001,1229,{2583A359-3CEA-4A05-A406-9B69B7EEF5D2},TRCLM71,TRCLM71,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,LAUREL RIDGE DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.775632383,44.758336478,1232,{8CB73467-D9B8-483E-ABD4-F12B1A09DEE1},TRCLM160,TRCLM160,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,SANDY RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.605035474,44.6533934510001,1233,{11016EDC-F772-4042-9FDF-ED4E03152BD9},TRCLM321,TRCLM321,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,DUBLIN ST,HRM,2021/10/27 14:38:33+00,2023/10/13 17:20:29+00,,,
-63.602443313,44.639706457,1234,{0584382F-B5FF-4C14-A34F-3337F81F1577},TRCLM12,TRCLM12,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,JUBILEE RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.814697703,44.727826985,1237,{DD6D1D35-7616-407D-A889-489446AB08C8},TRCLM823,TRCLM823,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,YANKEETOWN RD,HRM,2021/11/23 17:41:34+00,2022/06/03 21:58:09+00,2021/11/23 04:00:00+00,Traffic Management,
-63.529420981,44.6797593260001,1239,{ED36E903-779A-4D40-A7D1-66FC7D0B9C84},TRCLM625,TRCLM625,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GUYSBOROUGH AVE,HRM,2021/11/19 18:12:15+00,2021/11/19 18:12:56+00,2021/11/19 04:00:00+00,Traffic Management,
-63.603998964,44.8393046050001,1240,{DCA172F3-A0C3-4E3C-8E8B-AD4D7BBC2977},TRCLM644,TRCLM644,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOLLAND RD,HRM,2021/11/19 20:39:58+00,2022/09/29 20:58:09+00,2022/04/14 03:00:00+00,Traffic Management,
-63.863787077,44.711054548,1241,{17B4CE3C-B349-4574-BDF9-FBC2D385E468},TRCLM493,TRCLM493,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WINSLOW DR,HRM,2021/11/16 17:08:48+00,2021/11/16 17:09:25+00,2021/11/16 04:00:00+00,Traffic Management,
-63.5406417299999,44.6981787180001,1242,{6B5CD4C8-93F9-46A2-B70E-DD95376F1054},TRCLM701,TRCLM701,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MONTEBELLO DR,HRM,2021/11/19 22:25:21+00,2022/12/14 22:08:22+00,2022/06/03 03:00:00+00,Traffic Management,
-63.602772301,44.8224013560001,1244,{D1B18D26-2C14-4D6B-BB8C-81069F0D7387},TRCLM653,TRCLM653,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOWE AVE,HRM,2021/11/19 21:13:12+00,2022/09/29 21:23:20+00,2022/04/14 03:00:00+00,Traffic Management,
-63.573630179,44.674581129,1247,{7BFAB74E-05F9-4BDA-A8F6-8C3416642498},TRCLM966,TRCLM966,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SLAYTER ST,HRM,2022/02/17 21:27:59+00,2023/01/10 22:33:00+00,,,
-63.5528092989999,44.673273459,1248,{1D875949-8407-4536-893D-6EEBFA350A2B},TRCLM179,TRCLM179,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.7389277519999,44.7574633290001,1249,{F84B3BCC-0DA1-4976-AC0E-ABDE38D73649},TRCLM465,TRCLM465,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WATERSTONE RUN,HRM,2021/11/15 23:36:34+00,2021/11/15 23:37:18+00,2021/11/15 04:00:00+00,Traffic Management,
-63.568600362,44.6728743150001,1250,{16D7C6DB-E2E7-413B-9FAA-2979E0F88AA3},TRCLM399,TRCLM399,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,MAPLE ST,HRM,2021/11/15 19:36:17+00,2021/11/15 19:37:09+00,2021/11/15 04:00:00+00,Traffic Management,
-63.4613554649999,44.6149683850001,1252,{E23C30D5-7679-4F51-97FD-B26EB81267D1},TRCLM562,TRCLM562,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,SAMUEL DANIAL DR,HRM,2021/11/18 17:26:17+00,2021/11/18 17:26:50+00,2021/11/18 04:00:00+00,Traffic Management,
-63.647666331,44.673160464,1253,{CD571B47-3D61-4DDF-8580-4A4FF8A02258},TRCLM33,TRCLM33,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SKYLARK ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.6448712019999,44.6518759430001,1254,{F5B09BC2-100F-4B4F-ADBB-91B36EF9F818},TRCLM534,TRCLM534,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WILLETT ST,HRM,2021/11/17 19:21:41+00,2021/11/17 19:22:13+00,2021/11/17 04:00:00+00,Traffic Management,
-63.658555699,44.7957106260001,1257,{0DF6596C-00E6-4AAC-B8CB-E125C528CF71},TRCLM858,TRCLM858,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ELISE VICTORIA DR,HRM,2021/12/06 19:14:40+00,2021/12/06 19:15:11+00,2021/12/06 04:00:00+00,Traffic Management,
-63.5929713099999,44.645875458,1258,{FB21EA9D-41E6-41B1-B8FA-5B926B283326},TRCLM90,TRCLM90,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.5043162819999,44.665196457,1259,{A1CE7113-BC2C-413A-B44E-FC5856CF1233},TRCLM200,TRCLM200,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.613522318,44.6558484600001,1260,{63D2D39F-AE50-4326-A0E7-854FBEAB73E6},TRCLM248,TRCLM248,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,EDGEWOOD AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.724877364,44.7482084750001,1261,{DF9E749B-F57A-4C7A-8804-C97FC255D728},TRCLM54,TRCLM54,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,VISCOUNT RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.534174519,44.685091318,1262,{51796607-9133-457F-A102-4343DEEEB338},TRCLM619,TRCLM619,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HELENE AVE,HRM,2021/11/19 16:39:29+00,2021/11/19 16:40:02+00,2021/11/19 04:00:00+00,Traffic Management,
-63.493392064,44.6803140710001,1263,{674C6F57-A524-4788-8A60-C3EDFA9A551D},TRCLM627,TRCLM627,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FLYING CLOUD DR,HRM,2021/11/19 19:23:09+00,2021/11/19 19:23:44+00,2021/11/19 04:00:00+00,Traffic Management,
-63.7117078649999,44.7937857740001,1264,{8302872B-CEE9-4B18-BFED-8F592512E2B7},TRCLM691,TRCLM691,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,RAFTING DR,HRM,2021/11/19 22:10:46+00,2022/09/29 21:21:50+00,2022/04/14 03:00:00+00,Traffic Management,
-63.870941552,44.715736287,1265,{E1488774-0769-4A48-9101-19557BF340A4},TRCLM501,TRCLM501,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,SUMMIT CRES,HRM,2021/11/16 17:33:11+00,2021/11/16 17:33:43+00,2021/11/16 04:00:00+00,Traffic Management,
-63.614521332,44.818684483,1266,{72660FC4-4F57-418E-A8CB-FB8CDF15E70B},TRCLM18,TRCLM18,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,MCPHERSON RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.6868008449999,44.7850922440001,1267,{EB07758E-C29F-4F50-856D-97E80504B841},TRCLM303,TRCLM303,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SMOKEY DR,HRM,2021/10/27 14:38:33+00,2022/08/29 14:18:18+00,2022/04/14 03:00:00+00,Traffic Management,
-63.644412544,44.6513598000001,1268,{6C142EA3-9FF9-4DDE-81DA-D890E750951F},TRCLM535,TRCLM535,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WILLETT ST,HRM,2021/11/17 19:22:25+00,2021/11/17 19:22:58+00,2021/11/17 04:00:00+00,Traffic Management,
-63.59257031,44.645092457,1270,{3F8FF397-8D67-4A76-A64B-3289F347C26B},TRCLM93,TRCLM93,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.520683646,44.678199417,1273,{2F0719A6-B06E-4EAA-A03C-9A0ACF91C883},TRCLM573,TRCLM573,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,BELLE VISTA DR,HRM,2021/11/18 17:40:17+00,2021/11/18 17:40:54+00,2021/11/18 04:00:00+00,Traffic Management,
-63.57351806,44.6326414390001,1274,{64008915-57C9-4F05-8889-4CCEA694D351},TRCLM372,TRCLM372,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MCLEAN ST,HRM,2021/10/27 14:38:33+00,2022/09/29 20:48:18+00,2022/04/19 03:00:00+00,Traffic Management,
-63.605867304,44.653912952,1275,{97D2828D-50E7-4630-AF9E-B82178D6E0E2},TRCLM379,TRCLM379,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,DUBLIN ST,HRM,2021/11/05 14:50:42+00,2023/10/13 17:20:29+00,2021/11/05 03:00:00+00,Traffic Management,
-63.739647624,44.7865598010001,1277,{2F7C80DB-BC82-4CB7-9D26-FC1FBA66A618},TRCLM922,TRCLM922,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MIDNIGHT RUN,HRM,2021/12/16 18:30:21+00,2022/07/06 19:17:09+00,2021/12/16 04:00:00+00,Traffic Management,
-63.53963054,44.69906336,1279,{551F1270-C0D2-4047-9E21-BE6283B3010F},TRCLM703,TRCLM703,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MONTEBELLO DR,HRM,2021/11/19 22:26:47+00,2022/12/14 22:08:44+00,2022/06/03 03:00:00+00,Traffic Management,
-63.514074891,44.6837993330001,1280,{7BC9335C-79C5-4CE4-95FA-087FA76501EE},TRCLM536,TRCLM536,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,WINDWARD AVE,HRM,2021/11/17 22:20:49+00,2021/11/17 22:21:29+00,2021/11/17 04:00:00+00,Traffic Management,
-63.888853852,44.7310411920001,1281,{DE997944-4BB0-4321-84A5-438A4B74668D},TRCLM896,TRCLM896,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WRIGHT LAKE RUN,HRM,2021/12/15 18:30:37+00,2021/12/15 18:31:09+00,2021/12/15 04:00:00+00,Traffic Management,
-63.5907663089999,44.6408484570001,1282,{75F3EF6B-1B5A-44E2-867A-AFDA08BFA351},TRCLM101,TRCLM101,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.605510898,44.6618166370001,1283,{DEB02C55-A73C-4EAB-8351-CA5CE16F0A99},TRCLM958,TRCLM958,VERTI,SPDCSH,HRM,ROW,2022,ASPH,,INS,ROBIE ST,HRM,2022/02/03 22:03:40+00,2022/10/26 21:44:55+00,2022/06/22 03:00:00+00,Traffic Mangement,
-63.483700197,44.682315079,1284,{F67163D7-963E-4755-B2F6-342E42E41C9E},TRCLM779,TRCLM779,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 17:58:34+00,2022/12/14 18:50:55+00,2022/06/03 03:00:00+00,Traffic Management,
-63.5478172969999,44.6690204590001,1286,{4BBB97C4-6D48-49D8-8375-EB150DFEDE1A},TRCLM186,TRCLM186,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.8889450469999,44.7274740030001,1288,{5FCA7512-F9AC-4C24-A743-D0E0383D8961},TRCLM892,TRCLM892,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OCEANSTONE DR,HRM,2021/12/15 18:21:23+00,2021/12/15 18:21:54+00,2021/12/15 04:00:00+00,Traffic Management,
-63.499158345,44.681389902,1292,{3F0E35C2-F296-47E6-BF45-3C7C3DEB4BD0},TRCLM603,TRCLM603,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,CRANBERRY CRES,HRM,2021/11/18 19:49:11+00,2021/11/18 19:49:46+00,2021/11/18 04:00:00+00,Traffic Management,
-63.572038289,44.6736160020001,1293,{10A23EDF-E10E-4EEC-9EB9-5E551DCB4574},TRCLM968,TRCLM968,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SLAYTER ST,HRM,2022/02/17 21:36:43+00,2023/01/10 22:33:19+00,,,
-63.601343097,44.8446876090001,1294,{3E3B4D9E-3754-48D6-ACD8-C2CDF852933B},TRCLM645,TRCLM645,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOLLAND RD,HRM,2021/11/19 20:41:56+00,2022/09/29 20:58:25+00,2022/04/14 03:00:00+00,Traffic Management,
-63.741254569,44.7564757750001,1295,{24F42FF3-7D13-457A-8A2C-1A9BB615152C},TRCLM472,TRCLM472,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,NEWBURY RD,HRM,2021/11/15 23:46:56+00,2021/11/15 23:47:33+00,2021/11/15 04:00:00+00,Traffic Management,
