X,Y,OBJECTID,GLOBALID,TRCMID,ASSETID,TRCM_CAT,ASSETCODE,OWNER,LOCGEN,INSTYR,MAT,ASSETDESC,ASSETSTAT,LOCATION,MAINTBY,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.7810223829999,44.7507284760001,1,{CE00EC09-E9B2-4C84-B94E-97FCF22FAFEE},TRCLM69,TRCLM69,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GLEN ARBOUR WAY,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.503296996,44.685784707,3,{048D49C2-5A98-4930-A405-FC7C38F65E71},TRCLM601,TRCLM601,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,CRANBERRY CRES,HRM,2021/11/18 19:44:17+00,2021/11/23 16:48:03+00,2021/11/18 04:00:00+00,Traffic Management,
-63.600894828,44.828445318,4,{26C8E572-CFF3-40F0-A700-67C4B0867336},TRCLM660,TRCLM660,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HENRY AVE,HRM,2021/11/19 21:20:34+00,2022/09/29 21:24:39+00,2022/04/14 03:00:00+00,Traffic Management,
-63.76835238,44.760701478,5,{77AE61E1-682B-49D7-8E72-D3BE1577FA11},TRCLM162,TRCLM162,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,SANDY RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.607744484,44.663294509,7,{BB5567D2-5EA0-40E8-B1BB-82A76C13AFE5},TRCLM963,TRCLM963,VERTI,SPDCSH,HRM,ROW,2022,ASPH,,INS,ROBIE ST,HRM,2022/02/03 22:29:37+00,2022/10/26 21:44:55+00,2022/06/22 03:00:00+00,Traffic Management,
-63.624048334,44.803421481,8,{FD7DC98E-85F7-446A-BA82-7583359F8C66},TRCLM231,TRCLM231,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,CONCORD AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.663913715,44.7980559470001,9,{A6BEA7E1-7C96-4D0A-906F-4DA1A4A58394},TRCLM310,TRCLM310,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CAPILANO DR,HRM,2021/10/27 14:38:33+00,2022/09/23 21:59:28+00,2022/06/03 03:00:00+00,Traffic Management,
-63.5974380819999,44.641882599,10,{A935EE99-3727-48A1-9680-CC5E21D3E074},TRCLM396,TRCLM396,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,CORNWALL ST,HRM,2021/11/15 19:05:37+00,2021/11/15 19:06:35+00,2021/11/15 04:00:00+00,Traffic Management,
-63.677273403,44.7063887780001,11,{F2C1EB37-88DE-4AB8-B0C6-2C3B6877549E},TRCLM924,TRCLM924,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,SOUTHGATE DR,HRM,2021/12/16 23:12:09+00,2021/12/16 23:12:40+00,2021/12/16 04:00:00+00,Traffic Management,
-63.611152315,44.628095456,12,{74771BE8-215F-4518-A581-F1BE14E74513},TRCLM149,TRCLM149,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,COLINDALE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.554044432,44.6742489980001,13,{AF096FAE-C1F5-4A29-9694-F17BF014277F},TRCLM517,TRCLM517,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,JOFFRE ST,HRM,2021/11/16 21:08:02+00,2021/11/16 21:08:53+00,2021/11/16 04:00:00+00,Traffic Management,
-63.519982977,44.676490185,14,{2F8961DD-C94D-4521-89D9-1C90140A8BEA},TRCLM315,TRCLM315,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ANDERSON ST,HRM,2021/10/27 14:38:33+00,2022/12/14 16:46:15+00,2022/06/03 03:00:00+00,Traffic Management,
-63.499189039,44.6859255850001,16,{B9713A96-C5EB-4E35-A7F8-527AA7DF7DA3},TRCLM820,TRCLM820,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WILDWOOD BLVD,HRM,2021/11/23 17:33:31+00,2021/12/03 19:40:28+00,2021/11/23 04:00:00+00,Traffic Management,
-63.598901729,44.8223559690001,18,{8C363A6C-26C1-43A8-A82D-67E8E34A762C},TRCLM428,TRCLM428,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ROBERT ST,HRM,2021/11/15 21:07:18+00,2021/11/15 21:07:55+00,2021/11/15 04:00:00+00,Traffic Management,
-63.632271335,44.7848094780001,19,{AF50D92A-556F-4EE6-B2D4-A4C2D0CCEFAA},TRCLM189,TRCLM189,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,WINLEY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.867697419,44.714893831,21,{8DDA0ABE-E10F-4D63-8196-69A793EC2501},TRCLM497,TRCLM497,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HEMLOCK DR,HRM,2021/11/16 17:27:03+00,2021/11/16 17:27:35+00,2021/11/16 04:00:00+00,Traffic Management,
-63.60146882,44.825361641,22,{E1AF5F92-707D-46B2-A89C-3B3D6603EE2A},TRCLM661,TRCLM661,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HENRY AVE,HRM,2021/11/19 21:21:18+00,2022/09/29 21:24:31+00,2022/04/14 03:00:00+00,Traffic Management,
-63.7563133739999,44.7156188610001,26,{1641BFC1-1E62-4661-8C4D-6781712A9C91},TRCLM1079,TRCLM1079,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,2022/04/13 17:11:50+00,2022/10/26 21:31:03+00,2022/04/13 03:00:00+00,Traffic Management,
-63.5447644349999,44.6953158490001,27,{DF1E493E-301A-4AD8-8B12-0D84072A20FB},TRCLM696,TRCLM696,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MICMAC DR,HRM,2021/11/19 22:21:44+00,2022/12/14 22:06:53+00,2022/06/03 03:00:00+00,Traffic Management,
-63.7377923499999,44.8051504160001,28,{C5132F8E-4C0E-4FD8-B5CA-45B1AB8FAE53},TRCLM441,TRCLM441,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FENERTY RD,HRM,2021/11/15 22:13:14+00,2021/11/15 22:14:03+00,2021/11/15 04:00:00+00,Traffic Management,
-63.4786254969999,44.6730437630001,29,{D3B1D202-AE9E-45BC-94D5-211DF7377264},TRCLM785,TRCLM785,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 18:02:41+00,2022/12/14 18:51:36+00,2022/06/03 03:00:00+00,Traffic Management,
-63.494061276,44.681749192,30,{F0A95010-5813-4341-83F3-12E72179E418},TRCLM628,TRCLM628,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FLYING CLOUD DR,HRM,2021/11/19 19:24:14+00,2021/11/19 19:24:52+00,2021/11/19 04:00:00+00,Traffic Manangent,
-63.489404748,44.6627681690001,31,{9F1FDE45-4D8A-42F8-9D32-382D0FBECD62},TRCLM611,TRCLM611,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FLAGSTONE DR,HRM,2021/11/18 22:51:56+00,2021/11/18 22:52:47+00,2021/11/18 04:00:00+00,Traffic Management,
-63.6005253129999,44.642434457,32,{C9BE4F49-F55D-4AB6-9CF0-48CC322A9FD2},TRCLM252,TRCLM252,VERTI,SPDHMP,HRM,ROW,2022,ASPH,Installed in 90's. Reinstatement during paving project in 2022,INS,NORWOOD ST,HRM,2021/10/07 15:57:03+00,2022/04/19 17:04:03+00,,Traffic Management,
-63.538627392,44.6999193930001,34,{024E88F7-7363-454D-8E5E-F61F4158FD69},TRCLM704,TRCLM704,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MONTEBELLO DR,HRM,2021/11/19 22:27:59+00,2022/12/20 19:04:58+00,2022/06/03 03:00:00+00,Traffic Management,
-63.551984298,44.672419459,35,{3590607F-F716-4DED-9E5D-8D58D772C2B2},TRCLM182,TRCLM182,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.580956866,44.7807166760001,37,{4D2E9B6F-5F85-4E25-94D2-A9DBBA6FBC4B},TRCLM305,TRCLM305,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Beechcrest Drive,HRM,2021/10/27 14:38:33+00,2022/12/14 23:03:35+00,,,
-63.613960258,44.6265774,39,{AE48194B-9460-4C00-B0B8-93BBCC1AE231},TRCLM342,TRCLM342,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,TOWERVIEW DR,HRM,2021/10/27 14:38:33+00,2022/09/29 20:51:17+00,2022/04/19 03:00:00+00,Traffic Management,
-63.7146422399999,44.80246327,40,{EFE7C5AD-4C3F-4C34-90CF-AC37F09A11AA},TRCLM1054,TRCLM1054,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Wilson Lake Drive,HRM,2022/03/25 21:58:37+00,2022/12/14 22:59:22+00,,,
-63.6127856369999,44.6265326970001,41,{D4806D04-A6A9-412E-90D0-3616FF31158F},TRCLM344,TRCLM344,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,BRIDGEVIEW DR,HRM,2021/10/27 14:38:33+00,2022/09/29 20:51:52+00,2022/04/19 03:00:00+00,Traffic Management,
-63.591433309,44.6428334570001,42,{E4FC8193-FA21-4935-8C0D-B42FEB0012DA},TRCLM98,TRCLM98,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.682570357,44.8261494870001,45,{C87B89D7-646D-4F84-92A2-8F116CE78311},TRCLM229,TRCLM229,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,DANNY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.591428924,44.639690316,46,{0A2EAB3F-D597-4514-A50E-0150D0215AC5},TRCLM548,TRCLM548,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,LEMARCHANT ST,HRM,2021/11/17 23:01:55+00,2021/11/17 23:02:26+00,2021/11/17 04:00:00+00,Traffic Management,
-63.657798339,44.729529471,48,{12843879-2A94-4F35-82EF-D5E53DD882A4},TRCLM218,TRCLM218,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,CAMDEN ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.505768132,44.665501819,49,{E51D2E02-63BE-44BA-BBD4-6909065A2F80},TRCLM684,TRCLM684,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PORTLAND HILLS DR,HRM,2021/11/19 22:01:23+00,2022/09/29 21:27:08+00,2022/04/14 03:00:00+00,Traffic Management,
-63.4872773709999,44.692350968,51,{E1F41903-CBAF-430E-B2F1-0BC2E09D2321},TRCLM393,TRCLM393,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BRADORIAN DR,HRM,2021/11/15 18:58:34+00,2021/11/15 18:59:33+00,2021/11/15 04:00:00+00,Traffic Management,
-63.683672654,44.7071273440001,52,{E5AFB34B-4C33-46F2-A8A2-EC8380DD4169},TRCLM864,TRCLM864,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OCEANVIEW DR,HRM,2021/12/06 21:58:48+00,2021/12/06 21:59:21+00,2021/12/06 04:00:00+00,Traffic Management,
-63.506041282,44.665557457,55,{D6A690B2-8CC9-425D-95AF-5CE73D6BE1A7},TRCLM202,TRCLM202,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.6589693399999,44.72858647,57,{2C32BC1F-9E2F-46F3-9F97-A8215B468153},TRCLM221,TRCLM221,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,PERTH ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.710761582,44.6426087840001,60,{FB0444C1-1E60-4DBA-9A1E-804AC607F9B7},TRCLM365,TRCLM365,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PARKDALE AVE,HRM,2021/10/27 14:38:33+00,2022/09/29 20:53:40+00,2022/04/19 03:00:00+00,Traffic Management,
-63.4931427289999,44.696990907,61,{CA8B28A5-1103-42D4-A21A-0D81785F4FAD},TRCLM418,TRCLM418,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HILLSBORO DR,HRM,2021/11/15 20:42:54+00,2021/11/15 20:43:34+00,2021/11/15 04:00:00+00,Traffic Management,
-63.4884388789999,44.681135958,66,{D368EC6C-14EC-422D-964B-B8828661E18A},TRCLM712,TRCLM712,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ARKLOW DR,HRM,2021/11/19 22:49:08+00,2022/11/10 21:41:36+00,2022/04/13 03:00:00+00,Traffic Management,
-63.482698716,44.690242104,68,{15423B6A-C5DC-427E-819F-ACB01845BDD1},TRCLM744,TRCLM744,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,QUINDORA CRES,HRM,2021/11/22 17:25:42+00,2022/10/26 21:39:25+00,2022/04/13 03:00:00+00,Traffic Management,
-63.827222489,44.72088683,71,{42980AF4-7CCA-4CDF-8C2C-7CDC12B9EEC1},TRCLM929,TRCLM929,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,TIMBERLANE TERR,HRM,2021/12/16 23:25:41+00,2022/07/06 19:18:39+00,2021/12/16 04:00:00+00,Traffic Management,
-63.630048334,44.786170478,73,{DCCE6928-2E61-42BE-B9ED-B3560C6C4B91},TRCLM190,TRCLM190,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,WINLEY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.4945612779999,44.6689264570001,77,{072BAB89-1CC0-4FB5-9FDD-4841DE3F5A15},TRCLM43,TRCLM43,VERTI,SPDHMP,HRM,ROW,2017,ASPH,,INS,HAMPTON GREEN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.7043311469999,44.707832786,79,{EE8859A1-43EF-4C10-B83C-F5D9864DBA69},TRCLM295,TRCLM295,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,EVANDALE LN,HRM,2021/10/27 14:38:33+00,2021/11/23 17:21:46+00,,Traffic Management,
-63.613771317,44.644122458,81,{EC9A1CA2-B388-44F6-A62B-30C91D2A0F46},TRCLM119,TRCLM119,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,MACDONALD ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.663213517,44.7656843510001,82,{17914D42-92A7-478C-BFB1-0999B97A7C88},TRCLM257,TRCLM257,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,MCGEE DR,HRM,2021/10/27 14:38:33+00,2022/09/29 21:30:32+00,2022/04/14 03:00:00+00,Traffic Management,
-63.60955133,44.6688418160001,84,{F25607AB-1B34-4C2F-9373-EA20309573A3},TRCLM1092,TRCLM1092,HORIZ,TRFCIR,HRM,ROW,2021,CONC,,INS,LEAMAN ST,HRM,2022/06/16 14:39:01+00,2022/06/16 14:39:01+00,2022/06/16 23:00:00+00,Traffic Management,PH
-63.5235715169999,44.658463741,85,{E0990227-2B09-42BF-9FF9-08F64B372875},TRCLM1686,TRCLM1686,,TRFCIR,HRM,ROW,,MIXED,,INS,PEACHTREE HILL,HRM,2023/10/12 22:40:46+00,2023/10/12 22:40:46+00,2023/10/12 19:30:00+00,TRAFFIC,IN
-63.710274763,44.6435357820001,86,{EE544C0D-305C-430B-9A26-E36ADAD14512},TRCLM366,TRCLM366,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PARKDALE AVE,HRM,2021/10/27 14:38:33+00,2022/09/29 20:53:49+00,2022/04/19 03:00:00+00,Traffic Management,
-63.6068395189999,44.6553583690001,88,{BE7A0471-8ADC-4600-B14D-2B335AE78CB8},TRCLM844,TRCLM844,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,CORK ST,HRM,2021/12/01 22:53:55+00,2021/12/15 19:31:47+00,2021/12/01 04:00:00+00,Traffic Management,
-63.543309995,44.646635341,89,{BAEE839D-2F44-4AF7-90A4-B6CBE08D6FA4},TRCLM943,TRCLM943,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,IRVING ST,HRM,2022/01/07 22:34:03+00,2022/10/26 21:20:43+00,2022/01/07 04:00:00+00,Traffic Management,
-63.565872554,44.6712043570001,90,{D4EE70BC-4117-4C9E-86CD-C34A7362E382},TRCLM407,TRCLM407,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,MAPLE ST,HRM,2021/11/15 19:45:59+00,2021/11/15 19:46:45+00,2021/11/15 04:00:00+00,Traffic Management,
-63.604040314,44.6403954570001,93,{0FB882B8-EFCC-413E-8C8B-AF027D7FA83E},TRCLM10,TRCLM10,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,BLOOMINGDALE TERR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.478157229,44.660835408,94,{9759B1C3-8DC2-4C1D-95D1-5ABA68DAA68E},TRCLM593,TRCLM593,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,COLBY DR,HRM,2021/11/18 18:55:42+00,2022/12/14 18:54:36+00,2022/06/03 03:00:00+00,Traffic Management,
-63.59159905,44.6555794610001,96,{EEF0AAA0-D851-494D-88C2-D514078884E4},TRCLM576,TRCLM576,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,MAYNARD ST,HRM,2021/11/18 17:47:07+00,2021/11/18 17:47:54+00,2021/11/18 04:00:00+00,Traffic Management,
-63.457730268,44.7031224620001,97,{D94C254E-F2B2-497B-9801-0ABEDE7954C3},TRCLM128,TRCLM128,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,SALMON RIVER DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.514042285,44.6658164580001,98,{A0791EED-468B-46D3-9894-40A7471F3080},TRCLM192,TRCLM192,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.5594078079999,44.670438819,99,{E3352A14-8057-4399-9670-21A8FA70A72C},TRCLM770,TRCLM770,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,ERSKINE ST,HRM,2021/11/22 17:52:06+00,2022/09/29 20:57:30+00,2022/04/13 03:00:00+00,Traffic Management,
-63.6484643319999,44.673608464,100,{FFE4F6FA-C6F3-44E3-962B-BEBBF86A98C5},TRCLM30,TRCLM30,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SKYLARK ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.614225816,44.6504983290001,105,{16C18301-A596-4D99-8A29-712AD0746DB0},TRCLM1072,TRCLM1072,VERTI,SPDHMP,HRM,ROW,2023,ASPH,,INS,George Dauphinee Avenue,HRM,2022/04/12 14:52:25+00,2023/10/13 15:35:02+00,,,
-63.741136367,44.7247604730001,107,{159C639D-8753-452F-A7AC-6CCE750DBFCC},TRCLM216,TRCLM216,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,CRESTFIELD DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:24+00,,Traffic Management,
-63.739551505,44.720310338,109,{416A8852-E7E3-4F9C-BEEF-3A13FB049206},TRCLM538,TRCLM538,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,VREGE CRT,HRM,2021/11/17 22:24:42+00,2021/11/17 22:25:10+00,2021/11/17 04:00:00+00,Traffic Management,
-63.6710374739999,44.671992275,110,{5A99CC26-5326-4269-90E8-749038D6B23F},TRCLM1063,TRCLM1063,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,FARNHAM GATE RD,HRM,2022/03/28 17:06:25+00,2022/12/14 16:42:54+00,2022/03/28 03:00:00+00,Traffic Management,
-63.866434419,44.7109392260001,111,{2321CC15-D05D-4A9B-8670-F2991439C2EE},TRCLM494,TRCLM494,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WINSLOW DR,HRM,2021/11/16 17:10:09+00,2021/11/16 17:10:44+00,2021/11/16 04:00:00+00,Traffic Management,
-63.6006991089999,44.6430498,112,{F5E9BA78-7B56-486E-BC7B-F5A8182F0539},TRCLM278,TRCLM278,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,CAMBRIDGE ST,HRM,2021/10/27 14:38:33+00,2022/09/29 21:46:19+00,2022/04/14 03:00:00+00,Traffic Management,
-63.6491223319999,44.674067463,115,{10D7F372-FA21-45E4-8251-A2BF3E7568F8},TRCLM28,TRCLM28,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SKYLARK ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.5910776599999,44.680953963,117,{0E880BB5-5F81-4049-9C1B-CF42E25E0689},TRCLM302,TRCLM302,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,YORKSHIRE AVE,HRM,2021/10/27 14:38:33+00,2022/09/29 21:42:23+00,2022/04/14 03:00:00+00,Traffic Management,
-63.6548133319999,44.6646244620001,120,{8E398624-5F02-4730-9692-284A97B2CBCA},TRCLM15,TRCLM15,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,LINCOLN CROSS,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.5787091459999,44.6775702520001,123,{90FD863F-B4A0-45B1-BDAE-3E62E273BCF4},TRCLM964,TRCLM964,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SLAYTER ST,HRM,2022/02/17 21:23:45+00,2023/01/10 22:32:30+00,,,
-63.582968184,44.650612354,125,{343E5F78-D358-4147-A9ED-45A8A3355E74},TRCLM1318,TRCLM1318,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,CREIGHTON ST,HRM,2022/08/09 19:11:04+00,2022/12/14 23:34:27+00,2022/08/09 03:00:00+00,Traffic Management,
-63.59215231,44.644272458,127,{9F45AEB5-5736-4EAB-83DE-B97FB2D68792},TRCLM94,TRCLM94,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.6613753399999,44.728561471,129,{5D104C6E-3076-41CB-BD36-2137665C5354},TRCLM23,TRCLM23,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SHORE DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:24+00,,Traffic Management,
-63.777480844,44.768826045,130,{9D57F797-B525-4929-871E-7F0097C6C0DE},TRCLM480,TRCLM480,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,WHITE HILLS RUN,HRM,2021/11/16 16:44:38+00,2021/11/16 16:45:13+00,2021/11/16 04:00:00+00,Traffic Management,
-63.5042505219999,44.6879471830001,131,{5690CC8E-C7DD-4266-9312-9707D5376F83},TRCLM600,TRCLM600,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,CRANBERRY CRES,HRM,2021/11/18 19:42:36+00,2021/11/18 19:43:35+00,2021/11/18 04:00:00+00,Traffic Management,
-63.669523353,44.8371524880001,132,{752C9E53-4FBC-4C05-BD68-9B450B791D28},TRCLM57,TRCLM57,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,LOST CREEK DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.6799690239999,44.705475651,133,{283EDD48-60E5-4636-85DE-D5349153CBBD},TRCLM925,TRCLM925,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,SOUTHGATE DR,HRM,2021/12/16 23:14:44+00,2021/12/16 23:15:20+00,2021/12/16 04:00:00+00,Traffic Management,
-63.594459726,44.6575207910001,134,{12DD0EAF-2047-4442-8E3C-66C6D44F1F33},TRCLM1326,TRCLM1326,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,FULLER TERR,HRM,2022/08/09 21:15:56+00,2022/12/14 23:33:31+00,2022/08/09 03:00:00+00,Traffic Management,
-63.6479503309999,44.6733304630001,137,{B49E27EC-9919-4AC2-99AA-555E0D3C25A4},TRCLM32,TRCLM32,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SKYLARK ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.730067365,44.733864474,138,{8B38D5D4-4EF6-41B0-A2B5-0AE7C540AD90},TRCLM50,TRCLM50,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GATEHOUSE RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.506204649,44.682188179,140,{6CEB2BDE-C9B0-466E-BC5C-55A9DC3139D5},TRCLM386,TRCLM386,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,STUART HARRIS DR,HRM,2021/11/15 18:21:40+00,2021/11/15 18:22:21+00,2021/11/15 04:00:00+00,Traffic Management,
-63.609806314,44.6310154560001,141,{FE19EEF3-03F9-40F4-9960-89C3AC1816B0},TRCLM148,TRCLM148,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,COLINDALE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.6899519259999,44.7649670330001,143,{7717ACD7-9AFA-477A-B128-F5C47FAD3CA5},TRCLM455,TRCLM455,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/11/15 23:06:49+00,2021/11/15 23:07:25+00,2021/11/15 04:00:00+00,Traffic Management,
-63.720997368,44.8086434850001,144,{04436494-53BF-4EB2-8481-CA0C97DCA9B0},TRCLM136,TRCLM136,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,ROSEMARY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:24+00,,Traffic Management,
-63.560279527,44.6701746310001,145,{EBCB9C28-FA6B-48E8-B1F8-F9C41DBA4AE8},TRCLM571,TRCLM571,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,ERSKINE ST,HRM,2021/11/18 17:37:56+00,2021/11/18 17:38:29+00,2021/11/18 04:00:00+00,Traffic Management,
-63.6095940869999,44.652343155,147,{D9A9FC64-2602-4D36-AA22-4648D6972F51},TRCLM1076,TRCLM1076,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Liverpool Street,HRM,2022/04/12 15:05:21+00,2022/12/14 23:35:53+00,,,
-63.6014366329999,44.821929643,151,{D0333117-6607-4B18-9652-016A1AAC38BD},TRCLM662,TRCLM662,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HENRY AVE,HRM,2021/11/19 21:21:55+00,2022/09/29 21:24:23+00,2022/04/14 03:00:00+00,Traffic Management,
-63.507675282,44.663505457,152,{3C8544DC-6131-4623-AF73-674B0DEA5C03},TRCLM195,TRCLM195,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
